Page,Type,Confidence,Category,Element,Detail,Evidence
"https://www.krishaweb.com/news/krishaweb-attending-wordcamp-ahmedabad-2023","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-attending-wordcamp-ahmedabad-2023","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-attending-wordcamp-ahmedabad-2023","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-acquired-pixel-perfect-html","bug","confirmed","Broken Link","https://themeforest.net/user/krishaweb","HTTP 403","Server returned HTTP 403 via GET request."
"https://www.krishaweb.com/news/krishaweb-acquired-pixel-perfect-html","advisory","confirmed","External Links Without noopener","","16 external link(s) use target=""_blank"" without rel=""noopener"".","Modern browsers handle this, but older browsers are vulnerable to reverse tabnabbing."
"https://www.krishaweb.com/news/krishaweb-acquired-pixel-perfect-html","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-acquired-pixel-perfect-html","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-acquired-pixel-perfect-html","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-acquired-pixel-perfect-html","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-acquired-pixel-perfect-html","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-acquired-pixel-perfect-html","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-acquired-pixel-perfect-html","bug","confirmed","Empty Link","a","Link has no text, aria-label, title, or labeled image.","WCAG 2.1 SC 2.4.4 requires links to have a determinable purpose."
"https://www.krishaweb.com/news/krishaweb-attends-wordcamp-europe-2023","bug","confirmed","Broken Link","https://themeforest.net/user/krishaweb","HTTP 403","Server returned HTTP 403 via GET request."
"https://www.krishaweb.com/news/krishaweb-attends-wordcamp-europe-2023","advisory","confirmed","External Links Without noopener","","11 external link(s) use target=""_blank"" without rel=""noopener"".","Modern browsers handle this, but older browsers are vulnerable to reverse tabnabbing."
"https://www.krishaweb.com/news/page/2","bug","confirmed","Broken Link","https://themeforest.net/user/krishaweb","HTTP 403","Server returned HTTP 403 via GET request."
"https://www.krishaweb.com/news/page/2","advisory","confirmed","External Links Without noopener","","11 external link(s) use target=""_blank"" without rel=""noopener"".","Modern browsers handle this, but older browsers are vulnerable to reverse tabnabbing."
"https://www.krishaweb.com/news/page/6","bug","confirmed","Broken Link","https://themeforest.net/user/krishaweb","HTTP 403","Server returned HTTP 403 via GET request."
"https://www.krishaweb.com/news/page/6","advisory","confirmed","External Links Without noopener","","11 external link(s) use target=""_blank"" without rel=""noopener"".","Modern browsers handle this, but older browsers are vulnerable to reverse tabnabbing."
"https://www.krishaweb.com/download/web-page-design-examples-inspirations","bug","confirmed","Broken Link","https://themeforest.net/user/krishaweb","HTTP 403","Server returned HTTP 403 via GET request."
"https://www.krishaweb.com/download/web-page-design-examples-inspirations","advisory","confirmed","External Links Without noopener","","11 external link(s) use target=""_blank"" without rel=""noopener"".","Modern browsers handle this, but older browsers are vulnerable to reverse tabnabbing."
"https://www.krishaweb.com/blog/krishaweb-2-0-the-year-of-scalable-innovation","bug","confirmed","Broken Link","https://themeforest.net/user/krishaweb","HTTP 403","Server returned HTTP 403 via GET request."
"https://www.krishaweb.com/blog/krishaweb-2-0-the-year-of-scalable-innovation","advisory","confirmed","External Links Without noopener","","11 external link(s) use target=""_blank"" without rel=""noopener"".","Modern browsers handle this, but older browsers are vulnerable to reverse tabnabbing."
"https://www.krishaweb.com/category/company-culture","bug","confirmed","Broken Link","https://themeforest.net/user/krishaweb","HTTP 403","Server returned HTTP 403 via GET request."
"https://www.krishaweb.com/category/company-culture","advisory","confirmed","External Links Without noopener","","11 external link(s) use target=""_blank"" without rel=""noopener"".","Modern browsers handle this, but older browsers are vulnerable to reverse tabnabbing."
"https://www.krishaweb.com/category/company-news","bug","confirmed","Broken Link","https://themeforest.net/user/krishaweb","HTTP 403","Server returned HTTP 403 via GET request."
"https://www.krishaweb.com/category/company-news","advisory","confirmed","External Links Without noopener","","11 external link(s) use target=""_blank"" without rel=""noopener"".","Modern browsers handle this, but older browsers are vulnerable to reverse tabnabbing."
